YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2023,4,13,3,WN,1131,TAIL031,SFO,JFK,1950,1950.0,161.0,25.0,1960.0,115,194.0,112.0,1847,2070.0,11.0,2070,2070.0,161.0,0,0,,36.0,6.0,35.0,77.0,22.0
2023,6,23,5,SW,1132,TAIL032,SFO,ORD,1521,,123.0,,,110,,224.0,1906,1754.0,16.0,1754,1754.0,123.0,0,0,,45.0,15.0,45.0,74.0,6.0
2023,1,5,5,WN,1133,TAIL033,SFO,LAX,1142,1142.0,-11.0,24.0,1152.0,121,219.0,140.0,830,1273.0,9.0,1273,,-11.0,0,1,B,28.0,12.0,49.0,22.0,11.0
2023,7,20,5,WN,1134,TAIL034,ORD,JFK,1175,1175.0,,27.0,1185.0,62,146.0,92.0,2333,1317.0,18.0,1317,1317.0,165.0,0,0,,26.0,14.0,67.0,50.0,31.0
2023,2,14,6,UA,1135,TAIL035,SFO,LAX,1704,1704.0,163.0,12.0,1714.0,107,,67.0,2279,,17.0,1817,1817.0,163.0,0,0,,59.0,,19.0,19.0,9.0
2023,1,25,7,DL,1136,TAIL036,SFO,ORD,532,532.0,111.0,22.0,,151,171.0,86.0,2539,636.0,15.0,636,636.0,111.0,0,0,,53.0,15.0,86.0,37.0,23.0
2023,8,8,5,UA,1137,TAIL037,JFK,JFK,1939,1939.0,23.0,25.0,1949.0,102,130.0,197.0,1032,1984.0,11.0,1984,1984.0,23.0,0,0,,12.0,13.0,79.0,73.0,36.0
2023,5,4,7,DL,1138,TAIL038,LAX,JFK,1602,1602.0,28.0,19.0,1612.0,226,202.0,226.0,1800,1714.0,3.0,1714,1714.0,28.0,0,0,,44.0,15.0,8.0,,14.0
2023,8,7,6,DL,1139,TAIL039,ATL,ORD,1617,1617.0,27.0,5.0,1627.0,137,135.0,163.0,1707,1655.0,3.0,1655,1655.0,27.0,0,0,,42.0,17.0,,71.0,34.0
2023,2,18,4,DL,1140,TAIL040,ORD,SFO,1722,1722.0,140.0,26.0,,169,104.0,157.0,2821,,13.0,1838,1838.0,,0,0,,34.0,19.0,71.0,37.0,7.0
2023,11,25,6,WN,1141,TAIL041,LAX,ORD,1204,1204.0,-2.0,10.0,1214.0,173,143.0,110.0,978,,4.0,1237,1237.0,-2.0,0,0,,59.0,8.0,71.0,17.0,26.0
2023,6,23,3,SW,1142,TAIL042,ORD,ORD,2217,2217.0,172.0,,2227.0,186,110.0,227.0,1198,,,2324,2324.0,172.0,0,0,,31.0,13.0,29.0,8.0,22.0
2023,2,1,2,UA,1143,TAIL043,LAX,JFK,1530,1530.0,135.0,12.0,1540.0,201,,173.0,2823,1663.0,12.0,1663,1663.0,135.0,0,0,,59.0,8.0,72.0,67.0,4.0
2023,9,4,3,UA,1144,TAIL044,ATL,ATL,1315,1315.0,89.0,24.0,1325.0,134,74.0,139.0,2959,1351.0,2.0,1351,1351.0,89.0,0,0,,4.0,,54.0,51.0,28.0
2023,11,11,4,AA,1145,TAIL045,SFO,LAX,668,668.0,64.0,10.0,678.0,62,144.0,61.0,1162,,7.0,809,809.0,64.0,0,0,,33.0,16.0,18.0,46.0,39.0
2023,5,21,4,DL,1146,TAIL046,ATL,ORD,4,4.0,,22.0,,75,,212.0,1634,66.0,4.0,66,66.0,,0,1,B,44.0,6.0,49.0,15.0,30.0
2023,5,13,7,SW,1147,TAIL047,ORD,ORD,554,554.0,0.0,25.0,564.0,215,92.0,114.0,2778,695.0,11.0,695,695.0,0.0,0,0,,16.0,18.0,22.0,42.0,3.0
2023,8,17,4,WN,1148,TAIL048,JFK,LAX,1538,1538.0,138.0,24.0,1548.0,76,207.0,94.0,2527,1679.0,5.0,1679,1679.0,138.0,0,0,,6.0,,,34.0,1.0
2023,12,10,3,UA,1149,TAIL049,ORD,JFK,475,475.0,6.0,13.0,485.0,76,93.0,137.0,1961,712.0,19.0,712,712.0,6.0,0,0,,54.0,1.0,87.0,52.0,2.0
2023,5,4,4,UA,1150,TAIL050,JFK,ATL,495,,,22.0,505.0,74,103.0,62.0,2570,574.0,10.0,574,574.0,-19.0,0,0,,24.0,4.0,5.0,39.0,9.0
2023,3,12,4,SW,1151,TAIL051,LAX,ORD,675,675.0,179.0,13.0,685.0,189,134.0,,1081,760.0,,760,760.0,179.0,0,0,,38.0,18.0,69.0,51.0,2.0
2023,11,26,4,DL,1152,TAIL052,ORD,SFO,1548,1548.0,,18.0,1558.0,106,120.0,126.0,1434,1643.0,19.0,1643,1643.0,144.0,0,0,,11.0,,26.0,38.0,38.0
2023,8,8,6,SW,1153,TAIL053,SFO,ATL,381,381.0,97.0,27.0,391.0,239,91.0,138.0,2017,505.0,18.0,505,505.0,97.0,0,0,,27.0,9.0,,43.0,6.0
2023,2,13,2,AA,1154,TAIL054,JFK,LAX,1584,1584.0,75.0,13.0,,183,166.0,178.0,1518,,7.0,1651,1651.0,75.0,0,0,,,6.0,28.0,48.0,20.0
2023,7,14,5,DL,1155,TAIL055,ATL,ORD,631,631.0,97.0,,641.0,203,205.0,146.0,1645,843.0,18.0,843,843.0,97.0,0,0,,20.0,0.0,68.0,56.0,0.0
2023,5,2,1,UA,1156,TAIL056,JFK,SFO,1877,1877.0,-10.0,17.0,1887.0,156,189.0,164.0,1349,1914.0,18.0,1914,1914.0,-10.0,0,0,,31.0,17.0,2.0,19.0,15.0
2023,12,8,3,UA,1157,TAIL057,SFO,SFO,1507,1507.0,156.0,,1517.0,182,221.0,218.0,2158,1633.0,,1633,1633.0,156.0,0,0,,10.0,1.0,37.0,57.0,36.0
2023,2,26,1,DL,1158,TAIL058,SFO,LAX,2339,2339.0,166.0,5.0,2349.0,194,182.0,71.0,2284,78.0,5.0,78,78.0,166.0,0,0,,5.0,3.0,17.0,78.0,12.0
2023,2,20,5,AA,1159,TAIL059,ATL,JFK,1762,1762.0,79.0,,1772.0,144,191.0,160.0,681,1862.0,10.0,1862,1862.0,79.0,0,0,,32.0,9.0,45.0,36.0,34.0
2023,2,6,4,WN,1160,TAIL060,ORD,JFK,461,461.0,140.0,26.0,,226,,110.0,1417,617.0,7.0,617,617.0,140.0,0,0,,33.0,15.0,,10.0,32.0
2023,11,9,5,AA,1161,TAIL061,SFO,ATL,499,499.0,-12.0,5.0,509.0,228,,88.0,1820,713.0,19.0,713,713.0,-12.0,0,0,,31.0,16.0,15.0,47.0,32.0
2023,12,6,1,UA,1162,TAIL062,LAX,ORD,590,590.0,,5.0,600.0,153,201.0,207.0,1444,,13.0,769,769.0,17.0,0,0,,54.0,11.0,73.0,16.0,0.0
2023,12,10,1,SW,1163,TAIL063,ATL,ORD,889,889.0,26.0,28.0,899.0,64,221.0,82.0,2111,1095.0,12.0,1095,,26.0,0,0,,43.0,10.0,89.0,5.0,19.0
2023,12,18,6,WN,1164,TAIL064,SFO,LAX,565,565.0,151.0,,575.0,167,81.0,139.0,610,740.0,17.0,740,740.0,151.0,0,0,,7.0,8.0,65.0,18.0,1.0
2023,7,26,4,SW,1165,TAIL065,LAX,ORD,755,755.0,25.0,8.0,765.0,107,153.0,158.0,1429,847.0,8.0,847,847.0,25.0,0,0,,9.0,11.0,24.0,44.0,36.0
2023,9,21,2,DL,1166,TAIL066,JFK,SFO,2064,2064.0,12.0,11.0,2074.0,181,151.0,152.0,1918,2252.0,6.0,2252,2252.0,12.0,0,0,,22.0,19.0,,24.0,29.0
2023,10,10,3,UA,1167,TAIL067,ORD,JFK,13,13.0,140.0,,23.0,222,142.0,111.0,1753,162.0,12.0,162,162.0,140.0,0,0,,58.0,13.0,13.0,56.0,32.0
2023,11,5,5,SW,1168,TAIL068,JFK,LAX,978,,45.0,,988.0,178,73.0,67.0,513,1083.0,13.0,1083,1083.0,,0,0,,53.0,12.0,35.0,69.0,7.0
2023,7,6,7,AA,1169,TAIL069,SFO,JFK,1804,1804.0,133.0,5.0,1814.0,148,140.0,63.0,2360,1894.0,13.0,1894,1894.0,133.0,0,0,,23.0,15.0,70.0,41.0,23.0
2023,6,28,2,AA,1170,TAIL070,SFO,JFK,539,539.0,109.0,15.0,549.0,192,234.0,182.0,2982,632.0,11.0,632,632.0,109.0,0,0,,6.0,1.0,63.0,11.0,7.0
2023,6,20,7,AA,1171,TAIL071,LAX,LAX,975,975.0,116.0,16.0,985.0,182,122.0,105.0,2612,1212.0,15.0,1212,1212.0,,0,0,,0.0,5.0,50.0,52.0,25.0
2023,4,20,3,UA,1172,TAIL072,ORD,ATL,2174,2174.0,80.0,25.0,2184.0,148,179.0,202.0,2285,2324.0,19.0,2324,2324.0,,0,0,,11.0,17.0,87.0,58.0,5.0
2023,3,13,5,WN,1173,TAIL073,LAX,ATL,2050,,23.0,23.0,2060.0,117,189.0,,497,2171.0,3.0,2171,2171.0,23.0,0,0,,40.0,9.0,49.0,22.0,
2023,11,8,6,DL,1174,TAIL074,ATL,LAX,1776,1776.0,164.0,8.0,1786.0,140,186.0,176.0,2588,1940.0,8.0,1940,1940.0,164.0,0,0,,0.0,9.0,51.0,,39.0
2023,6,4,5,SW,1175,TAIL075,JFK,SFO,731,731.0,72.0,15.0,741.0,141,88.0,,1341,939.0,10.0,939,939.0,72.0,0,0,,23.0,17.0,40.0,24.0,1.0
2023,2,23,7,SW,1176,TAIL076,SFO,ATL,1599,1599.0,-13.0,24.0,1609.0,239,110.0,141.0,2366,1658.0,15.0,1658,1658.0,-13.0,0,0,,22.0,13.0,21.0,41.0,
2023,11,9,6,WN,1177,TAIL077,JFK,ORD,1048,1048.0,48.0,15.0,1058.0,107,,170.0,378,1238.0,5.0,1238,1238.0,48.0,0,0,,11.0,10.0,69.0,5.0,10.0
2023,5,4,3,DL,1178,TAIL078,SFO,LAX,140,,134.0,9.0,150.0,68,165.0,97.0,1473,297.0,16.0,297,297.0,134.0,0,0,,23.0,17.0,22.0,42.0,32.0
2023,5,26,7,WN,1179,TAIL079,LAX,ORD,500,500.0,,9.0,510.0,138,75.0,162.0,1735,644.0,14.0,644,644.0,74.0,0,0,,47.0,1.0,67.0,22.0,26.0
2023,8,5,3,WN,1180,TAIL080,SFO,SFO,2177,2177.0,23.0,25.0,2187.0,63,,101.0,708,2399.0,14.0,2399,2399.0,23.0,0,0,,50.0,6.0,41.0,6.0,16.0
2023,11,15,3,UA,1181,TAIL081,ATL,SFO,1029,1029.0,95.0,15.0,1039.0,222,159.0,145.0,2061,1144.0,7.0,1144,1144.0,95.0,0,0,,24.0,,8.0,23.0,7.0
2023,1,24,2,DL,1182,TAIL082,JFK,ATL,1595,1595.0,157.0,11.0,1605.0,131,81.0,178.0,2293,1798.0,15.0,1798,1798.0,157.0,0,1,B,7.0,18.0,55.0,1.0,4.0
2023,10,17,3,WN,1183,TAIL083,LAX,LAX,670,670.0,167.0,18.0,680.0,104,187.0,153.0,2421,757.0,5.0,757,757.0,167.0,0,0,,45.0,12.0,11.0,67.0,33.0
2023,3,15,2,DL,1184,TAIL084,SFO,SFO,1511,1511.0,44.0,20.0,1521.0,219,173.0,111.0,2675,1750.0,17.0,1750,1750.0,44.0,0,0,,27.0,4.0,3.0,,15.0
2023,2,12,7,AA,1185,TAIL085,LAX,SFO,1922,1922.0,129.0,9.0,1932.0,212,98.0,125.0,1002,2030.0,13.0,2030,2030.0,129.0,0,0,,47.0,17.0,65.0,31.0,34.0
2023,1,17,4,DL,1186,TAIL086,SFO,ATL,1404,1404.0,176.0,21.0,1414.0,218,236.0,137.0,2604,1566.0,14.0,1566,1566.0,176.0,0,0,,42.0,4.0,21.0,1.0,12.0
2023,9,25,7,SW,1187,TAIL087,ORD,ORD,1465,1465.0,105.0,15.0,,79,223.0,203.0,649,1615.0,12.0,1615,1615.0,,0,0,,37.0,6.0,76.0,52.0,23.0
2023,5,7,4,WN,1188,TAIL088,SFO,LAX,397,397.0,74.0,24.0,407.0,183,177.0,96.0,857,628.0,19.0,628,628.0,74.0,0,0,,43.0,9.0,54.0,,21.0
2023,8,13,3,WN,1189,TAIL089,SFO,ORD,1103,1103.0,44.0,6.0,1113.0,68,102.0,95.0,2348,1265.0,5.0,1265,1265.0,44.0,0,0,,33.0,7.0,,64.0,33.0
2023,10,4,4,SW,1190,TAIL090,ATL,ORD,2312,2312.0,25.0,11.0,2322.0,160,90.0,138.0,605,,19.0,111,111.0,25.0,0,0,,37.0,8.0,30.0,47.0,39.0
2023,11,5,3,DL,1191,TAIL091,ORD,ORD,1151,1151.0,,15.0,1161.0,237,,134.0,2488,1280.0,9.0,1280,1280.0,,0,0,,0.0,13.0,87.0,68.0,27.0
2023,10,24,3,AA,1192,TAIL092,ORD,ORD,2069,2069.0,128.0,23.0,,195,64.0,226.0,2476,2228.0,15.0,2228,2228.0,128.0,0,0,,15.0,11.0,58.0,35.0,
2023,4,14,3,UA,1193,TAIL093,ATL,ATL,2303,2303.0,39.0,17.0,2313.0,188,171.0,194.0,2802,2370.0,3.0,2370,2370.0,39.0,0,0,,53.0,2.0,7.0,8.0,2.0
2023,12,28,4,UA,1194,TAIL094,ATL,ORD,766,766.0,97.0,8.0,776.0,113,194.0,175.0,2206,906.0,18.0,906,906.0,97.0,0,0,,2.0,0.0,45.0,44.0,15.0
2023,9,15,4,DL,1195,TAIL095,ATL,LAX,1589,1589.0,-10.0,19.0,1599.0,81,,218.0,951,1690.0,8.0,1690,1690.0,-10.0,0,0,,17.0,9.0,88.0,,2.0
2023,10,26,3,SW,1196,TAIL096,ORD,ORD,172,172.0,70.0,16.0,182.0,149,78.0,138.0,488,390.0,18.0,390,390.0,70.0,0,0,,8.0,0.0,82.0,60.0,28.0
2023,4,4,7,SW,1197,TAIL097,LAX,JFK,434,434.0,1.0,12.0,444.0,135,96.0,76.0,1542,547.0,2.0,547,547.0,1.0,0,0,,48.0,16.0,38.0,26.0,23.0
2023,11,25,1,WN,1198,TAIL098,ATL,JFK,2089,,53.0,17.0,2099.0,134,128.0,227.0,2215,2294.0,15.0,2294,2294.0,,0,0,,57.0,15.0,10.0,68.0,12.0
2023,12,22,7,SW,1199,TAIL099,ORD,LAX,783,783.0,69.0,29.0,793.0,73,170.0,89.0,234,946.0,,946,946.0,69.0,0,0,,22.0,8.0,25.0,51.0,21.0
2023,5,23,5,AA,1200,TAIL000,ATL,ATL,185,185.0,-13.0,28.0,,168,86.0,121.0,933,407.0,15.0,407,407.0,-13.0,0,0,,43.0,13.0,78.0,27.0,28.0
2023,1,4,5,UA,1201,TAIL001,SFO,LAX,2002,,55.0,20.0,,177,,118.0,1366,2094.0,9.0,2094,2094.0,55.0,0,0,,,12.0,,31.0,31.0
2023,8,17,1,AA,1202,TAIL002,SFO,ORD,744,744.0,9.0,22.0,754.0,96,99.0,231.0,729,899.0,13.0,899,899.0,9.0,0,0,,,1.0,74.0,78.0,24.0
2023,4,15,5,UA,1203,TAIL003,LAX,LAX,729,729.0,39.0,14.0,739.0,191,196.0,100.0,2713,824.0,6.0,824,824.0,39.0,0,0,,20.0,,2.0,78.0,15.0
2023,12,27,3,SW,1204,TAIL004,ATL,SFO,1852,1852.0,-19.0,28.0,1862.0,117,136.0,151.0,2523,1887.0,,1887,1887.0,-19.0,0,0,,9.0,16.0,,19.0,33.0
2023,7,21,7,SW,1205,TAIL005,JFK,ATL,1267,1267.0,69.0,28.0,1277.0,84,71.0,67.0,497,1436.0,7.0,1436,1436.0,69.0,0,1,B,48.0,7.0,56.0,,36.0
2023,3,19,7,SW,1206,TAIL006,SFO,JFK,134,134.0,164.0,5.0,,219,207.0,85.0,1960,190.0,15.0,190,190.0,164.0,0,0,,21.0,,22.0,44.0,10.0
2023,7,11,1,SW,1207,TAIL007,JFK,ORD,1195,1195.0,2.0,15.0,1205.0,75,144.0,96.0,2947,1353.0,9.0,1353,1353.0,2.0,0,0,,8.0,9.0,60.0,,5.0
2023,10,23,4,AA,1208,TAIL008,ATL,LAX,311,311.0,156.0,10.0,321.0,169,76.0,233.0,241,541.0,12.0,541,541.0,,0,0,,46.0,13.0,87.0,5.0,9.0
2023,4,9,2,SW,1209,TAIL009,LAX,ATL,671,671.0,154.0,28.0,681.0,227,216.0,88.0,1792,885.0,17.0,885,885.0,154.0,0,0,,0.0,,11.0,57.0,30.0
2023,6,27,2,UA,1210,TAIL010,ORD,JFK,907,907.0,44.0,12.0,917.0,109,165.0,103.0,1974,,5.0,1061,1061.0,44.0,0,0,,34.0,9.0,81.0,5.0,2.0
2023,10,9,7,UA,1211,TAIL011,SFO,ORD,1012,1012.0,121.0,20.0,1022.0,236,72.0,158.0,1996,1103.0,17.0,1103,1103.0,121.0,0,0,,36.0,4.0,37.0,12.0,2.0
2023,3,16,2,UA,1212,TAIL012,LAX,JFK,1577,1577.0,32.0,24.0,1587.0,198,164.0,110.0,711,1714.0,15.0,1714,1714.0,32.0,0,0,,35.0,,14.0,10.0,20.0
2023,2,27,2,AA,1213,TAIL013,ORD,ATL,686,686.0,5.0,19.0,696.0,216,101.0,,1644,826.0,7.0,826,826.0,5.0,0,0,,45.0,14.0,52.0,60.0,2.0
2023,3,15,4,WN,1214,TAIL014,ATL,JFK,1814,1814.0,158.0,,1824.0,194,122.0,208.0,2534,1865.0,3.0,1865,1865.0,,0,0,,46.0,1.0,80.0,,22.0
2023,2,3,7,SW,1215,TAIL015,JFK,SFO,245,245.0,19.0,24.0,255.0,199,218.0,134.0,2737,359.0,12.0,359,359.0,19.0,0,0,,53.0,,86.0,,26.0
2023,5,20,4,DL,1216,TAIL016,JFK,JFK,1697,,,,1707.0,92,112.0,196.0,746,1733.0,3.0,1733,1733.0,108.0,0,0,,40.0,,7.0,,27.0
2023,8,23,6,UA,1217,TAIL017,JFK,ATL,2227,2227.0,147.0,14.0,2237.0,66,125.0,190.0,1272,,19.0,2332,2332.0,147.0,0,0,,48.0,17.0,89.0,37.0,13.0
2023,10,17,7,AA,1218,TAIL018,ORD,SFO,401,401.0,159.0,22.0,411.0,196,121.0,190.0,2362,454.0,16.0,454,454.0,159.0,0,0,,30.0,14.0,22.0,24.0,12.0
2023,11,13,3,UA,1219,TAIL019,ORD,JFK,1190,1190.0,40.0,17.0,1200.0,202,208.0,119.0,1941,1366.0,11.0,1366,1366.0,40.0,0,0,,16.0,7.0,57.0,45.0,28.0
2023,2,24,7,WN,1220,TAIL020,JFK,JFK,2065,2065.0,121.0,26.0,2075.0,164,228.0,105.0,1796,2141.0,2.0,2141,2141.0,121.0,0,0,,28.0,14.0,54.0,50.0,18.0
2023,6,1,5,AA,1221,TAIL021,ATL,LAX,181,181.0,2.0,22.0,191.0,232,129.0,106.0,2276,245.0,,245,245.0,2.0,0,0,,50.0,13.0,69.0,35.0,21.0
2023,10,14,2,DL,1222,TAIL022,ATL,ORD,1965,1965.0,-15.0,20.0,,162,78.0,172.0,939,2108.0,17.0,2108,2108.0,-15.0,0,0,,46.0,2.0,67.0,38.0,6.0
2023,8,7,6,SW,1223,TAIL023,LAX,ORD,1927,1927.0,155.0,11.0,1937.0,174,178.0,172.0,1864,2092.0,18.0,2092,2092.0,155.0,0,0,,2.0,15.0,58.0,40.0,18.0
2023,6,19,3,UA,1224,TAIL024,LAX,ATL,1014,1014.0,108.0,5.0,1024.0,100,103.0,122.0,1938,1088.0,8.0,1088,1088.0,,0,0,,,0.0,32.0,27.0,36.0
2023,10,20,3,UA,1225,TAIL025,ORD,JFK,318,318.0,,21.0,328.0,79,,,2940,461.0,12.0,461,461.0,30.0,0,0,,30.0,9.0,49.0,12.0,24.0
2023,10,28,5,SW,1226,TAIL026,ATL,JFK,2316,2316.0,55.0,29.0,2326.0,88,186.0,,2856,125.0,13.0,125,125.0,55.0,0,0,,52.0,11.0,83.0,3.0,18.0
2023,3,8,6,DL,1227,TAIL027,LAX,ATL,48,48.0,178.0,15.0,,200,155.0,163.0,469,270.0,14.0,270,270.0,178.0,0,0,,25.0,7.0,3.0,18.0,32.0
2023,10,10,7,SW,1228,TAIL028,ATL,LAX,1498,1498.0,60.0,17.0,,73,69.0,78.0,2470,1712.0,13.0,1712,1712.0,60.0,0,0,,21.0,2.0,51.0,54.0,32.0
2023,1,4,1,AA,1229,TAIL029,SFO,JFK,569,,49.0,20.0,579.0,64,174.0,194.0,753,777.0,15.0,777,,,0,0,,25.0,18.0,54.0,38.0,
2023,10,15,7,DL,1230,TAIL030,ORD,JFK,1317,1317.0,-6.0,9.0,1327.0,121,151.0,104.0,2854,1433.0,11.0,1433,1433.0,-6.0,0,0,,16.0,6.0,,69.0,7.0
2023,4,18,5,SW,1231,TAIL031,SFO,LAX,446,446.0,,24.0,456.0,112,189.0,211.0,1383,634.0,11.0,634,634.0,,0,0,,2.0,18.0,30.0,67.0,26.0
2023,5,12,4,SW,1232,TAIL032,LAX,SFO,1085,1085.0,,15.0,1095.0,234,126.0,235.0,1677,1318.0,14.0,1318,1318.0,49.0,0,0,,11.0,15.0,54.0,70.0,7.0
2023,12,13,7,SW,1233,TAIL033,ATL,JFK,104,104.0,63.0,17.0,114.0,211,181.0,226.0,287,156.0,10.0,156,156.0,63.0,0,0,,44.0,13.0,48.0,43.0,17.0
2023,8,4,6,WN,1234,TAIL034,ORD,JFK,509,509.0,93.0,,519.0,116,207.0,100.0,470,596.0,3.0,596,596.0,93.0,0,0,,1.0,3.0,12.0,13.0,
2023,3,6,4,SW,1235,TAIL035,ORD,LAX,2272,,,13.0,2282.0,230,146.0,140.0,587,2376.0,14.0,2376,2376.0,103.0,0,0,,27.0,3.0,2.0,49.0,23.0
2023,3,21,3,AA,1236,TAIL036,JFK,LAX,83,83.0,125.0,24.0,93.0,95,160.0,,952,195.0,8.0,195,,,0,0,,,2.0,71.0,61.0,
2023,6,10,6,DL,1237,TAIL037,ATL,JFK,1926,1926.0,167.0,5.0,1936.0,187,67.0,231.0,589,1998.0,14.0,1998,1998.0,167.0,0,0,,59.0,4.0,25.0,8.0,33.0
2023,5,3,7,WN,1238,TAIL038,LAX,ORD,1763,1763.0,32.0,11.0,1773.0,136,165.0,188.0,2987,1914.0,18.0,1914,1914.0,32.0,0,0,,,10.0,44.0,49.0,36.0
2023,6,27,1,DL,1239,TAIL039,ORD,ATL,1021,1021.0,34.0,16.0,1031.0,230,216.0,102.0,775,1215.0,10.0,1215,1215.0,,0,0,,52.0,12.0,18.0,20.0,11.0
2023,8,5,2,UA,1240,TAIL040,ATL,ORD,1664,1664.0,,11.0,1674.0,158,172.0,127.0,1883,1722.0,10.0,1722,1722.0,154.0,0,0,,9.0,2.0,0.0,9.0,
2023,8,12,6,SW,1241,TAIL041,ORD,ORD,263,,71.0,7.0,273.0,140,170.0,184.0,1938,336.0,11.0,336,336.0,71.0,0,0,,13.0,7.0,83.0,32.0,23.0
2023,5,25,6,WN,1242,TAIL042,LAX,ORD,1228,1228.0,,25.0,1238.0,206,104.0,184.0,225,1383.0,14.0,1383,1383.0,108.0,0,0,,15.0,13.0,8.0,57.0,36.0
2023,9,12,6,DL,1243,TAIL043,LAX,LAX,376,376.0,,24.0,386.0,132,,163.0,522,561.0,6.0,561,561.0,46.0,0,0,,25.0,19.0,78.0,,36.0
2023,1,19,5,DL,1244,TAIL044,LAX,ATL,32,32.0,71.0,21.0,42.0,139,102.0,,1841,200.0,11.0,200,200.0,71.0,0,0,,,17.0,79.0,46.0,31.0
2023,2,26,5,AA,1245,TAIL045,SFO,LAX,486,486.0,,13.0,496.0,68,85.0,239.0,959,673.0,2.0,673,673.0,,0,0,,46.0,1.0,41.0,9.0,37.0
2023,3,19,2,SW,1246,TAIL046,JFK,ATL,643,643.0,17.0,28.0,653.0,110,75.0,211.0,2448,860.0,4.0,860,860.0,17.0,0,0,,7.0,9.0,47.0,75.0,28.0
2023,8,1,4,UA,1247,TAIL047,ATL,SFO,1799,1799.0,104.0,9.0,1809.0,139,,,1185,1934.0,16.0,1934,1934.0,104.0,0,0,,33.0,,0.0,53.0,10.0
2023,10,7,7,UA,1248,TAIL048,LAX,ORD,1025,1025.0,140.0,7.0,1035.0,128,88.0,169.0,2624,1119.0,7.0,1119,1119.0,140.0,0,0,,0.0,3.0,88.0,14.0,34.0
2023,1,12,5,AA,1249,TAIL049,JFK,LAX,629,629.0,141.0,27.0,639.0,179,181.0,176.0,1822,781.0,10.0,781,781.0,141.0,1,0,,7.0,14.0,73.0,58.0,25.0
2023,9,19,5,AA,1250,TAIL050,ATL,SFO,169,169.0,-15.0,21.0,179.0,201,232.0,135.0,1130,261.0,16.0,261,261.0,-15.0,0,0,,50.0,1.0,17.0,19.0,12.0
2023,12,25,5,UA,1251,TAIL051,JFK,JFK,1026,1026.0,116.0,16.0,1036.0,157,100.0,,2448,1190.0,17.0,1190,1190.0,116.0,0,0,,52.0,16.0,65.0,27.0,22.0
2023,8,10,4,UA,1252,TAIL052,ATL,ORD,2157,2157.0,39.0,15.0,2167.0,88,218.0,116.0,307,2236.0,13.0,2236,2236.0,39.0,0,0,,50.0,7.0,6.0,10.0,12.0
2023,10,16,4,AA,1253,TAIL053,SFO,ATL,590,590.0,8.0,,600.0,224,167.0,112.0,1875,677.0,15.0,677,677.0,8.0,0,0,,0.0,15.0,40.0,34.0,10.0
2023,4,25,2,UA,1254,TAIL054,ORD,ATL,2146,2146.0,67.0,,2156.0,103,205.0,175.0,1207,2276.0,10.0,2276,2276.0,67.0,0,0,,54.0,19.0,74.0,31.0,20.0
2023,5,17,5,SW,1255,TAIL055,JFK,ORD,656,656.0,-7.0,11.0,666.0,212,73.0,188.0,601,765.0,13.0,765,765.0,-7.0,0,0,,29.0,8.0,76.0,30.0,30.0
2023,6,18,3,UA,1256,TAIL056,JFK,LAX,207,207.0,116.0,24.0,217.0,174,64.0,234.0,2950,436.0,18.0,436,436.0,116.0,0,0,,38.0,17.0,67.0,39.0,31.0
2023,2,10,7,WN,1257,TAIL057,ATL,ATL,637,637.0,,8.0,647.0,121,168.0,99.0,1827,,,751,751.0,163.0,0,0,,12.0,0.0,30.0,47.0,8.0
2023,6,15,3,DL,1258,TAIL058,LAX,LAX,512,512.0,161.0,17.0,522.0,128,162.0,85.0,834,716.0,18.0,716,716.0,161.0,0,0,,19.0,9.0,35.0,,
2023,4,18,4,WN,1259,TAIL059,LAX,ATL,1003,1003.0,32.0,6.0,,165,62.0,,1347,1180.0,8.0,1180,1180.0,32.0,0,0,,16.0,14.0,,34.0,29.0
2023,12,10,1,UA,1260,TAIL060,SFO,JFK,1572,1572.0,127.0,12.0,1582.0,143,151.0,121.0,929,,2.0,1690,1690.0,127.0,0,0,,58.0,13.0,57.0,,25.0
2023,9,9,5,AA,1261,TAIL061,ATL,LAX,2062,2062.0,32.0,29.0,2072.0,188,187.0,234.0,2675,2148.0,13.0,2148,2148.0,32.0,0,0,,14.0,18.0,70.0,46.0,37.0
2023,3,21,6,UA,1262,TAIL062,ATL,LAX,537,537.0,,25.0,547.0,64,196.0,201.0,1953,,19.0,679,679.0,150.0,0,0,,11.0,11.0,51.0,4.0,30.0
2023,10,15,3,WN,1263,TAIL063,ATL,ATL,592,592.0,134.0,,602.0,94,155.0,210.0,2472,730.0,12.0,730,730.0,,0,0,,31.0,14.0,,19.0,20.0
